"V1","V2"
"USP17L19","USP17L21"
"USP17L12","USP17L21"
"USP17L12","USP17L19"
"WDR37","WDR47"
"U2AF1L4","U2AF35"
"NRG4","NRG2"
"RASA2","RASA4"
"IFNA6","IFNA16"
"IFNA7","IFNA16"
"IFNA7","IFNA6"
"ENSG00000173366","TLR7"
"VTI1B","YKT6"
"SPTBN4","YKT6"
"GFRA3","PSPN"
"VAMP7","YKT6"
"VAMP7","SYT7"
"VAMP7","VTI1B"
"SHC2","SOS2"
"PNPLA4","RDH8"
"HOXD1","TXNDC16"
"GFRA2","PSPN"
"GFRA2","GFRA3"
"UQCR10","MT-CO3"
"UFL1","UBE3B"
"SEMA3C","PLXNC1"
"TRPM4","TRPV2"
"FGF18","KLB"
"RASA3","RASA4"
"RASA3","RASA2"
"STXBP6","VTI1B"
"NRG3","NRG2"
"NRG3","NRG4"
"SHC3","SOS2"
"SHC3","PSPN"
"SHC3","GFRA3"
"SHC3","SHC2"
"SHC3","GFRA2"
"C2","IGHV3-11"
"C2","CR1"
"C2","FCN3"
"ADCY8","TAS2R5"
"F2RL3","NMBR"
"RCE1","USP17L21"
"RCE1","USP17L19"
"RCE1","USP17L12"
"C6orf48","SH2D3A"
"UQCR11","MT-CO3"
"UQCR11","UQCR10"
"C1QC","IGHV3-11"
"C1QC","C2"
"SPTBN2","YKT6"
"SPTBN2","SPTBN4"
"TYK2","IFNA16"
"TYK2","IFNA6"
"TYK2","IFNA7"
"ZC3H15","ZC3HAV1L"
"FGF16","KLB"
"FGF16","FGF18"
"FGF4","KLB"
"FGF4","FGF18"
"FGF4","FLRT2"
"FGF4","FGF16"
"IL5","IL2"
"IL17A","TLR7"
"IL17A","IL2"
"IL17A","IL5"
"CSF2RA","IL2"
"CSF2RA","IL5"
"STAT4","TYK2"
"IL10RB","IL2"
"IL10RB","TYK2"
"IL10RB","IL5"
"IL10RB","STAT4"
"SPTBN5","YKT6"
"SPTBN5","SPTBN4"
"SPTBN5","SPTBN2"
"TMEM199","TMEM209"
"YES1","NRG2"
"YES1","NRG4"
"YES1","IGHV3-11"
"YES1","NRG3"
"WBP11","U2AF1L4"
"PPP2R5B","YES1"
"ARTN","PSPN"
"ARTN","GFRA3"
"ARTN","GFRA2"
"ARTN","SHC3"
"RASGRP1","SOS2"
"RASGRP1","RASA4"
"RASGRP1","RASGRP2"
"SERPING1","VTI1B"
"SERPING1","IGHV3-11"
"SERPING1","C1QC"
"IL3","IL2"
"IL3","FLT3LG"
"IL3","IL5"
"IL3","CSF2RA"
"UBXN8","VIMP"
"IFNGR2","IL2"
"IFNGR2","TYK2"
"WTAP","KRT32"
"WTAP","YTHDC1"
"ZC3H13","WBP11"
"ZC3H13","WTAP"
"PAPD7","KDM7A"
"FFAR3","NMBR"
"FFAR3","F2RL3"
"GTSF1","MAEL"
"GTSF1","RGP1"
"IFNA8","IFNA16"
"IFNA8","IFNA6"
"IFNA8","IFNA7"
"IFNA8","TYK2"
"CFI","CR1"
"CFI","C2"
"IL6","TLR7"
"IL6","ENSG00000173366"
"IL6","VGF"
"IL6","IL2"
"IL6","ANGPT1"
"IL6","TYK2"
"IL6","IL5"
"IL6","IL17A"
"IL6","CSF2RA"
"IL6","STAT4"
"IL6","IL10RB"
"IL6","IL3"
"IL6","IFNGR2"
"IFNA17","IFNA16"
"IFNA17","IFNA6"
"IFNA17","IFNA7"
"IFNA17","TYK2"
"IFNA17","IL10RB"
"IFNA17","IFNGR2"
"IFNA17","IFNA8"
"VPS51","YTHDC1"
"VPS51","TUFT1"
"VPS51","RGP1"
"SH3PXD2B","ZNF764"
"MBL2","FCN3"
"MBL2","C2"
"MBL2","SERPING1"
"ADH1B","PNPLA4"
"RASAL3","RASA4"
"RASAL3","RASA2"
"RASAL3","RASA3"
"TMEM51","ZC3HAV1L"
"PIP5K1A","PIK3R6"
"PIP5K1A","TMEM55B"
"PIP5K1A","PLCH1"
"COX4I2","MT-CO3"
"COX4I2","UQCR10"
"COX4I2","UQCR11"
"IFNLR1","IFNA6"
"IFNLR1","TYK2"
"IFNLR1","STAT4"
"IFNLR1","IL10RB"
"IFNLR1","IFNA17"
"TEX10","RRP36"
"TEX10","RPL22L1"
"DTYMK","TK2"
"PTPRJ","OLR1"
"SPSB1","UBE3B"
"SPSB1","UFL1"
"SPSB1","DCUN1D3"
"SLC38A1","UBXN8"
"SLC31A1","SLC11A2"
"CXCL10","TAS2R5"
"CXCL10","IL2"
"CXCL10","ADCY8"
"CXCL10","IL5"
"CXCL10","IL17A"
"CXCL10","IL6"
"TTC21B","TULP3"
"RHBDD2","UBXN8"
"KLHL25","UBE3B"
"KLHL25","UFL1"
"KLHL25","DCUN1D3"
"KLHL25","SPSB1"
"PPP1R9A","NRG4"
"FAM114A2","KDM7A"
"FAM114A2","PAPD7"
"FAM114A2","TMEM51"
"UNK","YME1L1"
"UNK","RPL22L1"
"UNK","SLC38A1"
"PPIL1","WDR25"
"PPIL1","U2AF1L4"
"PPIL1","WBP11"
"IFNA21","IFNA16"
"IFNA21","IFNA6"
"IFNA21","IFNA7"
"IFNA21","TYK2"
"IFNA21","IL10RB"
"IFNA21","IFNGR2"
"IFNA21","IFNA8"
"IFNA21","IFNA17"
"IFNA21","IFNLR1"
"IFNL1","TYK2"
"IFNL1","STAT4"
"IFNL1","IL10RB"
"IFNL1","IFNGR2"
"IFNL1","IFNLR1"
"OAS1","CXCL10"
"GFRA1","PSPN"
"GFRA1","GFRA3"
"GFRA1","GFRA2"
"GFRA1","SHC3"
"GFRA1","ARTN"
"SIRPA","OLR1"
"PLCE1","PIP5K1A"
"FGF20","KLB"
"FGF20","FGF18"
"FGF20","FLRT2"
"FGF20","FGF16"
"FGF20","FGF4"
"FGF22","FGF18"
"FGF22","FLRT2"
"FGF22","FGF16"
"FGF22","FGF4"
"FGF22","FGF20"
"SPHK1","SPNS2"
"ZFP36L2","SPTBN5"
"ZFP36L2","USP9Y"
"IFNG","IL2"
"IFNG","IL5"
"IFNG","IL17A"
"IFNG","STAT4"
"IFNG","IL10RB"
"IFNG","IL3"
"IFNG","IFNGR2"
"IFNG","IL6"
"IFNG","CXCL10"
"RRAS2","SOS2"
"RRAS2","RASGRP2"
"RRAS2","RASA2"
"RRAS2","RGL1"
"RRAS2","RASGRP4"
"RRAS2","RGL2"
"RRAS2","RASA3"
"RRAS2","RASGRP1"
"RRAS2","SHOC2"
"RRAS2","PLCE1"
"PAK3","SOS2"
"RASSF5","RRAS2"
"WDR83","PPIL1"
"UBXN4","UBXN8"
"IFNA4","IFNA16"
"IFNA4","IFNA6"
"IFNA4","IFNA7"
"IFNA4","TYK2"
"IFNA4","IFNA8"
"IFNA4","IFNA17"
"IFNA4","IFNA21"
"GRIN1","GRIN2C"
"GRIN1","YES1"
"WDR74","ZC3H15"
"WDR74","VAT1"
"TLR2","IL17A"
"TLR2","TMEM214"
"TLR2","IL6"
"TLR2","CXCL10"
"TLR2","IFNG"
"PIK3CD","PIK3R6"
"PIK3CD","PSPN"
"PIK3CD","GFRA3"
"PIK3CD","IGHV3-11"
"PIK3CD","IL2"
"PIK3CD","GFRA2"
"PIK3CD","PLCH1"
"PIK3CD","IL5"
"PIK3CD","CSF2RA"
"PIK3CD","YES1"
"PIK3CD","ARTN"
"PIK3CD","IL3"
"PIK3CD","PIP5K1A"
"PIK3CD","GFRA1"
"PIK3CD","PLCE1"
"PIK3CD","RRAS2"
"PPIL6","U2AF1L4"
"PPIL6","WBP11"
"PPIL6","PPIL1"
"VAMP4","YKT6"
"VAMP4","VTI1B"
"VAMP4","VAMP7"
"VAMP4","RGP1"
"VAMP4","VPS51"
"TUB","TULP3"
"IL3RA","IL2"
"IL3RA","IL5"
"IL3RA","CSF2RA"
"IL3RA","IL3"
"IL3RA","IL6"
"IL3RA","IFNA17"
"IL3RA","IFNA21"
"IL3RA","IFNL1"
"IL3RA","IFNG"
"IL3RA","PIK3CD"
"TXNRD2","TYK2"
"PAPSS2","WDR6"
"ZDHHC17","ZFP36"
"RASGRF1","GRIN2C"
"RASGRF1","RRAS2"
"RASGRF1","GRIN1"
"PALM","SYT7"
"CLCN6","KDM7A"
"CLCN6","PAPD7"
"CLCN6","FAM114A2"
"BTC","NRG2"
"BTC","NRG4"
"BTC","NRG3"
"BTC","YES1"
"TLR3","TLR7"
"TLR3","IL6"
"TLR3","CXCL10"
"TLR3","IFNL1"
"SPRED2","RASA4"
"SPRED2","RASA2"
"SPRED2","RASA3"
"SPRED2","RASAL3"
"SPRED2","ZDHHC17"
"IPMK","PLCH1"
"IPMK","PLCE1"
"VWF","VTI1B"
"VWF","KDM7A"
"VWF","SERPING1"
"VWF","PAPD7"
"VWF","IL17RD"
"VWF","FAM114A2"
"VWF","CLCN6"
"VANGL1","VANGL2"
"EREG","YKT6"
"EREG","NRG2"
"EREG","NRG4"
"EREG","NRG3"
"EREG","YES1"
"EREG","TMX4"
"EREG","BTC"
"GLP2R","ADCY8"
"YBX1","U2AF1L4"
"YBX1","MAEL"
"YBX1","WBP11"
"YBX1","UNK"
"YBX1","PPIL1"
"YBX1","ZFP36L2"
"YBX1","PPIL6"
"SLC7A5","SLC43A1"
"SLC7A5","FGD6"
"SLC7A5","SLC38A1"
"CSF2","IL2"
"CSF2","FLT3LG"
"CSF2","IL5"
"CSF2","IL17A"
"CSF2","CSF2RA"
"CSF2","IL10RB"
"CSF2","IL3"
"CSF2","IL6"
"CSF2","CXCL10"
"CSF2","IFNG"
"CSF2","TLR2"
"CSF2","PIK3CD"
"CSF2","IL3RA"
"CSF2","TLR3"
"FBXL20","UBE3B"
"FBXL20","UFL1"
"FBXL20","DCUN1D3"
"FBXL20","SPSB1"
"FBXL20","KLHL25"
"VAMP2","YKT6"
"VAMP2","SYT7"
"VAMP2","VTI1B"
"VAMP2","VAMP7"
"VAMP2","RIMS1"
"VAMP2","VAMP4"
"SYMPK","U2AF1L4"
"SYMPK","YBX3"
"SYMPK","WBP11"
"SYMPK","PPIL1"
"SYMPK","PPIL6"
"SYMPK","YBX1"
"TNPO1","ZFP36"
"TNPO1","WRAP53"
"RSBN1","SPTBN4"
"RSBN1","TEX10"
"TRIP4","YBX1"
"IFNA14","IFNA16"
"IFNA14","IFNA6"
"IFNA14","IFNA7"
"IFNA14","TYK2"
"IFNA14","IFNA8"
"IFNA14","IFNA17"
"IFNA14","IFNA21"
"IFNA14","IFNA4"
"SYPL2","TSPAN15"
"RAPGEF6","WWC1"
"VEGFA","VTI1B"
"VEGFA","SHC2"
"VEGFA","IL2"
"VEGFA","UBIAD1"
"VEGFA","ANGPT1"
"VEGFA","IL17A"
"VEGFA","SERPING1"
"VEGFA","IL6"
"VEGFA","PTPRJ"
"VEGFA","CXCL10"
"VEGFA","TLR2"
"VEGFA","VWF"
"VEGFA","CSF2"
"MICAL3","VMP1"
"STIM1","STIM2"
"STIM1","IFNA14"
"C8B","C8A"
"PROS1","VTI1B"
"PROS1","SERPING1"
"PROS1","VWF"
"PROS1","VEGFA"
"SLC2A3","OLR1"
"SLC2A3","PTPRJ"
"SLC2A3","SIRPA"
"UBTF","VTI1B"
"UBTF","RSBN1"
"S100A7","IL17A"
"S100A7","VAT1"
"S100A7","ELMOD3"
"SNRPN","WDR25"
"SNRPN","U2AF1L4"
"SNRPN","VRK3"
"SNRPN","WBP11"
"SNRPN","PPIL1"
"SNRPN","WDR83"
"SNRPN","PPIL6"
"SNRPN","YBX1"
"SNRPN","SYMPK"
"IL1R1","TLR7"
"IL1R1","CSF2RA"
"IL1R1","YES1"
"IL1R1","IL6"
"IL1R1","SIGIRR"
"IL1R1","TLR2"
"IL1R1","TLR3"
"WDR76","YBX1"
"FCN1","SUSD5"
"FCN1","FCN3"
"FCN1","C2"
"FCN1","MBL2"
"SLC1A3","ZDHHC17"
"PACSIN2","VAMP7"
"PACSIN2","THG1L"
"PACSIN2","VAMP4"
"PACSIN2","VAMP2"
"PTPRM","TNPO1"
"MASP2","FCN3"
"MASP2","C8A"
"MASP2","C2"
"MASP2","SERPING1"
"MASP2","MBL2"
"MASP2","C8B"
"MASP2","FCN1"
"SLC39A14","SLC11A2"
"SLC39A14","SLC30A1"
"APOH","VIMP"
"YWHAQ","ZFP36"
"YWHAQ","VRK3"
"YWHAQ","WTAP"
"YWHAQ","ZC3H13"
"YWHAQ","ZFP36L2"
"YWHAQ","WWC1"
"YWHAQ","VAMP2"
"YWHAQ","WDR76"
"ZMYND8","WDR76"
"GFRA4","PSPN"
"GFRA4","GFRA3"
"GFRA4","GFRA2"
"GFRA4","SHC3"
"GFRA4","ARTN"
"GFRA4","GFRA1"
"GFRA4","PIK3CD"
"ZC3H18","YTHDC1"
"ZC3H18","ZC3H13"
"ZC3H18","PIP5K1A"
"ZC3H18","WDR83"
"ZC3H18","VANGL1"
"ZC3H18","RSBN1"
"ZDHHC18","PIK3CD"
"PANX1","GJC1"
"SMG6","RPL22L1"
"SMG6","WRAP53"
"VPS45","VTI1B"
"VPS45","VPS51"
"VPS45","VAMP4"
"TRIM36","UBE3B"
"TRIM36","UFL1"
"TRIM36","SPSB1"
"TRIM36","KLHL25"
"TRIM36","FBXL20"
"FGF6","KLB"
"FGF6","FGF18"
"FGF6","FLRT2"
"FGF6","FGF16"
"FGF6","FGF4"
"FGF6","FGF20"
"FGF6","FGF22"
"TLN1","KDM7A"
"TLN1","PAPD7"
"TLN1","PIP5K1A"
"TLN1","IL17RD"
"TLN1","FAM114A2"
"TLN1","CLCN6"
"TLN1","VWF"
"TLN1","YWHAQ"
"SHB","VEGFA"
"RAPGEF5","RRAS2"
"RAPGEF5","VANGL1"
"SMC6","TUFT1"
"SMC6","ZFP36L2"
"PAPSS1","KDM7A"
"PAPSS1","PAPD7"
"PAPSS1","FAM114A2"
"PAPSS1","XPOT"
"PAPSS1","PAPSS2"
"PAPSS1","CLCN6"
"PAPSS1","VWF"
"PAPSS1","TLN1"
"NUP37","U2AF1L4"
"NUP37","PPP2R5B"
"NUP37","XPOT"
"NUP37","SYMPK"
"MASP1","FCN3"
"MASP1","C2"
"MASP1","SERPING1"
"MASP1","MBL2"
"MASP1","FCN1"
"MASP1","MASP2"
"ZHX2","YWHAQ"
"UACA","ZFP36L2"
"SEPT6","SEPT8"
"COL3A1","VWF"
"BDNF","VGF"
"BDNF","SHC2"
"BDNF","SHC3"
"BDNF","IL6"
"BDNF","VEGFA"
"BDNF","NTF4"
"SLU7","WDR25"
"SLU7","U2AF1L4"
"SLU7","WBP11"
"SLU7","PPIL1"
"SLU7","PPIL6"
"SLU7","YBX1"
"SLU7","SYMPK"
"SLU7","SNRPN"
"SLU7","NUP37"
"STON2","VAMP7"
"STON2","VAMP4"
"STON2","VAMP2"
"STON2","PACSIN2"
"HSD3B2","CYP21A2"
"HSD3B2","VRK1"
"HSD3B2","WBP11"
"TXLNG","TLN1"
"NOP16","WDR74"
"TEK","FGF18"
"TEK","ANGPT1"
"TEK","FGF16"
"TEK","FGF4"
"TEK","FGF20"
"TEK","FGF22"
"TEK","VWF"
"TEK","VEGFA"
"TEK","FGF6"
"STAT2","IFNA16"
"STAT2","IFNA6"
"STAT2","IFNA7"
"STAT2","TLR7"
"STAT2","TYK2"
"STAT2","CSF2RA"
"STAT2","STAT4"
"STAT2","IL10RB"
"STAT2","IFNA8"
"STAT2","IFNA17"
"STAT2","IFNLR1"
"STAT2","IFNA21"
"STAT2","IFNL1"
"STAT2","OAS1"
"STAT2","IFNA4"
"STAT2","CSF2"
"STAT2","IFNA14"
"SCARB1","CLDN1"
"IL10","TLR7"
"IL10","ENSG00000173366"
"IL10","IL2"
"IL10","TYK2"
"IL10","IL5"
"IL10","IL17A"
"IL10","CSF2RA"
"IL10","STAT4"
"IL10","IL10RB"
"IL10","IL3"
"IL10","IFNGR2"
"IL10","IL6"
"IL10","IFNLR1"
"IL10","CXCL10"
"IL10","IFNG"
"IL10","TLR2"
"IL10","IL3RA"
"IL10","TLR3"
"IL10","CSF2"
"IL10","VEGFA"
"IL10","IL1R1"
"IL10","STAT2"
"PTK7","VANGL2"
"PTK7","VANGL1"
"FGF10","FGF18"
"FGF10","FLRT2"
"FGF10","FGF16"
"FGF10","FGF4"
"FGF10","FGF20"
"FGF10","FGF22"
"FGF10","FGF6"
"FGF10","TEK"
"ADCY9","TAS2R5"
"ADCY9","ADCY8"
"ADCY9","SLC12A2"
"ADCY9","CXCL10"
"ADCY9","SLC20A1"
"ADCY9","GLP2R"
"POLR2K","U2AF1L4"
"POLR2K","HOXD1"
"POLR2K","WBP11"
"POLR2K","WTAP"
"POLR2K","TIAL1"
"POLR2K","PPIL1"
"POLR2K","GTF3A"
"POLR2K","PPIL6"
"POLR2K","YBX1"
"POLR2K","SYMPK"
"POLR2K","UBTF"
"POLR2K","SNRPN"
"POLR2K","SLU7"
"SNRPG","ZGPAT"
"SNRPG","WDR25"
"SNRPG","U2AF35"
"SNRPG","U2AF1L4"
"SNRPG","WBP11"
"SNRPG","PPIL1"
"SNRPG","ZNHIT6"
"SNRPG","WDR83"
"SNRPG","PPIL6"
"SNRPG","YBX1"
"SNRPG","SYMPK"
"SNRPG","SNRPN"
"SNRPG","NUP37"
"SNRPG","SLU7"
"SNRPG","POLR2K"
"MPP5","WWC1"
"NRXN3","SYT7"
"NRXN3","PIP5K1A"
"ITPA","ADCY8"
"ITPA","PKLR"
"ITPA","PSMG4"
"IFNA2","IFNA16"
"IFNA2","IFNA6"
"IFNA2","IFNA7"
"IFNA2","TYK2"
"IFNA2","IL10RB"
"IFNA2","IFNGR2"
"IFNA2","IFNA8"
"IFNA2","IFNA17"
"IFNA2","IFNLR1"
"IFNA2","IFNA21"
"IFNA2","IFNA4"
"IFNA2","IL3RA"
"IFNA2","IFNA14"
