"node","type"
"11034.PRO_0000041237",0
"11034.PRO_0000227773",0
"11034.PRO_0000041321",0
"SH2D3C",1
"G3BP2",1
"PARP1",1
"negative regulation of transcription by RNA polymerase II",6
"nucleotide-excision repair, DNA damage recognition",6
"nucleotide-excision repair, DNA duplex unwinding",6
"telomere maintenance",6
"double-strand break repair via homologous recombination",6
"nuclear chromosome, telomeric region",6
"RNA polymerase II regulatory region sequence-specific DNA binding",6
"DNA-binding transcription activator activity, RNA polymerase II-specific",6
"DNA binding",6
"RNA binding",6
"mRNA binding",6
"NAD+ ADP-ribosyltransferase activity",6
"SH3/SH2 adaptor activity",6
"guanyl-nucleotide exchange factor activity",6
"protein binding",6
"nucleus",6
"nuclear envelope",6
"nucleoplasm",6
"transcription factor complex",6
"nucleolus",6
"cytoplasm",6
"mitochondrion",6
"cytosol",6
"DNA repair",6
"nucleotide-excision repair, preincision complex stabilization",6
"nucleotide-excision repair, preincision complex assembly",6
"nucleotide-excision repair, DNA incision, 3'-to lesion",6
"nucleotide-excision repair, DNA incision, 5'-to lesion",6
"double-strand break repair",6
"transcription by RNA polymerase II",6
"protein ADP-ribosylation",6
"apoptotic process",6
"cellular response to DNA damage stimulus",6
"mitochondrion organization",6
"transforming growth factor beta receptor signaling pathway",6
"cytoplasmic sequestering of NF-kappaB",6
"JNK cascade",6
"small GTPase mediated signal transduction",6
"Ras protein signal transduction",6
"transcription factor binding",6
"zinc ion binding",6
"positive regulation of signal transduction",6
"response to gamma radiation",6
"cytoplasmic stress granule",6
"positive regulation of cardiac muscle hypertrophy",6
"regulation of SMAD protein complex assembly",6
"membrane",6
"viral process",6
"protein autoprocessing",6
"nuclear body",6
"peptidyl-serine ADP-ribosylation",6
"peptidyl-glutamic acid poly-ADP-ribosylation",6
"enzyme binding",6
"protein kinase binding",6
"signal transduction involved in regulation of gene expression",6
"receptor signaling complex adaptor activity",6
"macrophage differentiation",6
"estrogen receptor binding",6
"DNA ADP-ribosylation",6
"mitochondrial DNA metabolic process",6
"cellular response to insulin stimulus",6
"protein-containing complex",6
"protein-DNA complex",6
"positive regulation of peptidyl-serine phosphorylation",6
"positive regulation of intracellular estrogen receptor signaling pathway",6
"nucleotide-excision repair, DNA incision",6
"stress granule assembly",6
"cellular response to oxidative stress",6
"cellular response to UV",6
"site of double-strand break",6
"protein modification process",6
"DNA damage response, detection of DNA damage",6
"identical protein binding",6
"histone deacetylase binding",6
"mitochondrial DNA repair",6
"regulation of DNA methylation",6
"innate immune response",6
"positive regulation of transcription by RNA polymerase II",6
"protein N-terminus binding",6
"regulation of catalytic activity",6
"mRNA transport",6
"protein homooligomerization",6
"NAD binding",6
"positive regulation of mitochondrial depolarization",6
"positive regulation of SMAD protein signal transduction",6
"positive regulation of stress granule assembly",6
"protein poly-ADP-ribosylation",6
"protein auto-ADP-ribosylation",6
"R-SMAD binding",6
"global genome nucleotide-excision repair",6
"cellular response to zinc ion",6
"site of DNA damage",6
"NAD DNA ADP-ribosyltransferase activity",6
"positive regulation of protein localization to nucleus",6
"positive regulation of neuron death",6
"regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway",6
"positive regulation of single strand break repair",6
"regulation of cellular protein localization",6
"response to aldosterone",6
"negative regulation of telomere maintenance via telomere lengthening",6
"cellular response to amyloid-beta",6
"positive regulation of myofibroblast differentiation",6
"positive regulation of double-strand break repair via homologous recombination",6
"protein ADP-ribosylase activity",6
"ribonucleoprotein complex",6
"ATP generation from poly-ADP-D-ribose",6
"positive regulation of transcription regulatory region DNA binding",6
"negative regulation of ATP biosynthetic process",6
