"V1","V2"
"MUC5AC","ST6GALNAC2"
"IL37","PTPN20A"
"ZFYVE9","ZFYVE16"
"ZFYVE9","SVEP1"
"INHBA","INHBB"
"ZEB1","ZMIZ1"
"XPO4","XPO6"
"ACVR1C","MSTN"
"ACVR1C","INHBB"
"ACVR1C","CFC1"
"ACVR1C","INHBA"
"TGIF2","TGIF1"
"PTPN18","IL37"
"TRIP4","YBX1"
"ZEB2","ZEB1"
"VEGFA","NOTCH4"
"VEGFA","ZEB1"
"VEGFA","TGFB2"
"NODAL","INHBB"
"NODAL","CFC1"
"NODAL","INHBA"
"NODAL","ACVR1C"
"MMP9","VEGFA"
"TCF12","TRIM33"
"INS","MSTN"
"INS","VEGFA"
"INS","MMP9"
"INS","PCK2"
"INS","NOX4"
"TFAP2B","ZFYVE9"
"TFAP2B","YY1"
"PLG","TGFB2"
"PLG","VEGFA"
"PLG","MMP9"
"PLG","INS"
"CXXC5","VDR"
"TIMP1","TGFB2"
"TIMP1","VEGFA"
"TIMP1","MMP9"
"TIMP1","PLG"
"ZBTB16","WWP1"
"ZBTB16","VDR"
"ZBTB16","TIMP1"
"TLR4","LBP"
"TLR4","VEGFA"
"TLR4","MMP9"
"TLR4","NOX4"
"TLR4","SERTAD1"
"TLR4","INS"
"JUND","YY1"
"JUND","SLC25A12"
"CBFB","WWP1"
"CBFB","TCF12"
"CBFB","WWTR1"
"PTPN9","IL37"
"PAPPA","PLG"
"PROC","TIMP1"
"SMARCC2","SS18L1"
"SMARCC2","VDR"
"SMARCC2","CBFB"
"PTPN13","IL37"
"CSH2","INS"
"SERPINE1","TGIF1"
"SERPINE1","TGFB2"
"SERPINE1","TGIF2"
"SERPINE1","VEGFA"
"SERPINE1","MMP9"
"SERPINE1","INS"
"SERPINE1","PLG"
"SERPINE1","TIMP1"
"SERPINE1","WWTR1"
"SERPINE1","PROC"
"FOXO4","VDR"
"PRDM4","SERTAD1"
"TF","TIMP1"
"TF","PROC"
"SP3","YY1"
"SP3","VEGFA"
"GATA3","YY1"
"GATA3","TCF12"
"GATA3","CBFB"
"WWP2","WWP1"
"PTPN14","IL37"
"PTPN14","WWP1"
"PTPN14","WWP2"
"NFIC","ZCCHC14"
"HNF4A","VDR"
"BMPR2","TRIB3"
"BMPR2","ZFYVE16"
"BMPR2","INHBB"
"TSC2","INS"
"TGFBR1","ZFYVE16"
"TGFBR1","MSTN"
"TGFBR1","ZFYVE9"
"TGFBR1","WWP1"
"TGFBR1","TGFB2"
"TGFBR1","TFAP2B"
"TGFBR1","SERPINE1"
"TGFBR1","BMPR2"
"CFH","VDR"
"CFH","ZBTB16"
"TGFB3","ZFYVE16"
"TGFB3","ZFYVE9"
"TGFB3","WWP1"
"TGFB3","TGFB2"
"TGFB3","ACVR1C"
"TGFB3","VEGFA"
"TGFB3","TFAP2B"
"TGFB3","PLG"
"TGFB3","TIMP1"
"TGFB3","SERPINE1"
"TGFB3","TGFBR1"
"SIN3B","TGIF1"
"SIN3B","ZBTB16"
"SIN3B","CBFB"
"MEF2C","TCF12"
"SNAI1","YBX1"
"SNAI1","VEGFA"
"SNAI1","MMP9"
"SNAI1","PSPC1"
"SNAI1","SERPINE1"
"SNAI1","CTDSP1"
"WWOX","YTHDF2"
"WWOX","SLC25A12"
