"node","type"
"11234.MATRX_MEASC",0
"11234.FUS_MEASC",0
"11234.HEMA_MEASC",0
"11234.V_MEASC",0
"11234.L_MEASC",0
"11234.NCAP_MEASC",0
"11234.C_MEASC",0
"SFXN3",2
"C3",2
"TLR2",2
"MYOM2",2
"IFIH1",2
"AKT3",2
"SFXN5",2
"LY96",2
"TLR3",2
"T",2
"PLK1",2
"SOCS5",2
"CD46",2
"STAT2",2
"SFXN1",2
"HSPA5",2
"FOXK1",2
"SOCS1",2
"SOCS3",2
"FOXK2",2
"NLRP3",2
"SFXN4",2
"TLR9",2
"STAT1",2
"TLR1",2
"SFXN2",2
"TLR4",2
"CDSN",2
"TLR7",2
"AKT2",2
"SOCS6",2
"GSTP1",2
"CISH",2
"CENPK",2
"GLS",2
"LARP7",2
"BRAF",2
"CDK11B",2
"MOV10",2
"RALGAPA2",2
"PSMA6",2
"ITGB1",2
"COX15",2
"GBAS",2
"FN1",2
"ARIH1",2
"FUS",2
"GPSM3",2
"PSMA5",2
"HRAS",2
"SNCA",2
"CALM1",2
"HIST1H2BB",2
"KPNA2",2
"MYC",2
"SIRT1",2
"GSK3B",2
"MAPK1",2
"NTRK1",2
"HIST1H3E",2
"HSPA4L",2
"FBXO45",2
"CUL4A",2
"AGR2",2
"HNRNPA1",2
"ACTN4",2
"CRK",2
"CCNA1",2
"CCNA2",2
"ISG15",2
"DNMT1",2
"BAG2",2
"AGK",2
"GORASP1",2
"ADSL",2
"CEP135",2
"EP300",2
"GRWD1",2
"ITFG1",2
"BCAR1",2
"ESR1",2
"EP400",2
"CDC73",2
"BGN",2
"HSP90B1",2
"NUP160",2
"MED4",2
"KRAS",2
"NCOR2",2
"PAN2",2
"LRRFIP1",2
"STAU1",2
"DDB1",2
"MGRN1",2
"NENF",2
"MLH1",2
"HNRNPL",2
"SLC39A9",2
"EIF5B",2
"AP2B1",2
"KIAA1429",2
"HGS",2
"AGRN",2
"CUL7",2
"CUL1",2
"S100A9",2
"ANLN",2
"ANKRD44",2
"APP",2
"MUS81",2
"SRRM2",2
"RNPS1",2
"DCUN1D5",2
"SLC25A11",2
"COPA",2
"MECP2",2
"GNAI2",2
"ENO1",2
"ESYT1",2
"FADD",2
"H2AFX",2
"PDE4DIP",2
"HOXB9",2
"GPS2",2
"BRCA2",2
"GAN",2
"RAB3IP",2
"EWSR1",2
"HIGD2A",2
"BRCA1",2
"MTMR4",2
"CHUK",2
"PGM1",2
"HIST1H4A",2
"CDC23",2
"RNF2",2
"CRP",2
"CDC37",2
"ATG16L1",2
"ANXA2",2
"APPL1",2
"HMOX1",2
"HNRNPA3",2
"CANX",2
"GOLM1",2
"CAV1",2
"EIF4G2",2
"DSN1",2
"PPIA",2
"KIF2C",2
"ILF3",2
