"node","type"
"694009.NS7A_CVHSA",0
"694009.PRO_0000037311",0
"694009.PRO_0000037314",0
"694009.NCAP_CVHSA",0
"694009.PRO_0000037315",0
"694009.AP3A_CVHSA",0
"694009.PRO_0000037309",0
"694009.ORF9B_CVHSA",0
"SGTA",2
"TGFB1",2
"CD79A",2
"FGL2",2
"SPECC1",2
"SMAD7",2
"SMAD2",2
"STAT3",2
"SMAD6",2
"BCL2L1",2
"PPP1CA",2
"SMAD3",2
"CAV1",2
"SMAD4",2
"JUN",2
"SMAD9",2
"XPO1",2
"SMAD5",2
"HDAC5",2
"ANKRD50",2
"MCM2",2
"EGFR",2
"MAGEC2",2
"PIM1",2
"CSE1L",2
"EFTUD2",2
"AKAP8L",2
"CENPK",2
"PDCD4",2
"LARP7",2
"BAK1",2
"KRT18",2
"BRAF",2
"MOV10",2
"ADD1",2
"ITGB1",2
"PTRF",2
"GBAS",2
"RNF185",2
"FN1",2
"ARIH1",2
"CSDE1",2
"HRAS",2
"SNCA",2
"SNCAIP",2
"CALM1",2
"ALDOA",2
"HIST1H2BB",2
"KPNA2",2
"MYC",2
"SIRT1",2
"GSK3B",2
"MAPK1",2
"NTRK1",2
"FLI1",2
"HSPA4L",2
"CUL4A",2
"AGR2",2
"SCHIP1",2
"HNRNPA1",2
"ACTN4",2
"CRK",2
"CCNA1",2
"CCNA2",2
"ISG15",2
"DNMT1",2
"BAG2",2
"GORASP1",2
"NCBP1",2
"ADSL",2
"NIPSNAP1",2
"CEP135",2
"PRPF31",2
"EP300",2
"SUMO1",2
"ABL2",2
"GRWD1",2
"ITFG1",2
"ESR1",2
"CSNK2A2",2
"CSNK2B",2
"C1orf116",2
"DDX1",2
"CCNT1",2
"CDC73",2
"BGN",2
"HSP90B1",2
"NUP160",2
"CCT7",2
"KRAS",2
"NCOR2",2
"PAN2",2
"LRRFIP1",2
"STAU1",2
"DDB1",2
"HNRNPL",2
"EZH2",2
"EIF5B",2
"AP2B1",2
"PVR",2
"KIAA1429",2
"HGS",2
"SF1",2
"CUL7",2
"CUL1",2
"CITED2",2
"ANLN",2
"RNF144A",2
"APP",2
"HSPA5",2
"DAB2IP",2
"SRRM2",2
"RNPS1",2
"COPA",2
"SLC15A3",2
"ACIN1",2
"EPN1",2
"CD247",2
"DHX8",2
"FADD",2
"EIF3E",2
"H2AFX",2
"HOXB9",2
"GPS2",2
"BRCA2",2
"NR0B2",2
"HNRNPM",2
"EWSR1",2
"DACH1",2
"BRCA1",2
"RPL21",2
"BDH1",2
"MTMR4",2
"CHUK",2
"HIST1H4A",2
"CDC23",2
"RNF2",2
"LIN28A",2
"HIF1A",2
"CDC37",2
"ATG16L1",2
"ANXA2",2
"TPM3",2
"HMOX1",2
"RPL27A",2
"CANX",2
"RPL23A",2
"EIF4G2",2
"DSN1",2
"CEBPB",2
"KIF2C",2
"CREB5",2
"RNF4",2
"CCDC93",2
"RNF123",2
"CDC5L",2
"PPARG",2
"HDAC1",2
"COPS6",2
"ALDH18A1",2
"CDK9",2
"CENPA",2
"FAM175B",2
"PEX5",2
"ITCH",2
"HNRNPC",2
"CNOT1",2
"APOOL",2
"CA9",2
"HSPH1",2
"DCAF7",2
"FKBP8",2
"CEP85",2
"ADAR",2
"HNRNPU",2
"CDC34",2
"EMD",2
"DCTN1",2
"NDC80",2
"DYNLRB1",2
"MCM7",2
"NR4A1",2
"CCDC85B",2
"MTX2",2
"GIT2",2
"USP15",2
"AURKA",2
"INPPL1",2
"PPP2R2A",2
"ARRB1",2
"CPSF2",2
"PXN",2
"NPM1",2
"GNB2L1",2
"ESR2",2
"CEP170",2
"CFTR",2
"HSPD1",2
"FBXO7",2
"ATP4A",2
"CDH1",2
"BAG3",2
"CSNK2A1",2
"DAXX",2
"LEO1",2
"HECW2",2
"EIF2AK2",2
"EIF2B3",2
"APOB",2
"RNF31",2
"PARP1",2
"AP2A1",2
"MAP3K7",2
"LIMA1",2
"CNTF",2
"HDLBP",2
"KYNU",2
"IL23A",2
"IL12RB1",2
"APOA1",2
"UBC",2
"AKT3",2
"BECN1",2
"HSPA4",2
"CHD4",2
"AP3B1",2
"RPS6KA2",2
"ASH2L",2
"ANAPC5",2
"CDK1",2
"MEX3C",2
"TMEM17",2
"METAP2",2
"HDAC3",2
"CCNC",2
"C17orf53",2
"AP1G1",2
"SNW1",2
"MAPK7",2
"DYNC1I2",2
"MAPKAP1",2
"POU5F1",2
"MTOR",2
"TP53",2
"DR1",2
"ATP5A1",2
"BCL2L14",2
"CUL5",2
"CCDC8",2
"FOXH1",2
"BNIP3",2
"PEX19",2
"COPS5",2
"NONO",2
"MDM2",2
"DDX5",2
"POLR2A",2
"HERC2",2
"A2M",2
"LRPPRC",2
"DDX56",2
"FAM117B",2
"CDC42",2
"ACTB",2
"HSPA9",2
"BCL10",2
"CHD3",2
"EIF2S2",2
"PSMD8",2
"RECQL4",2
"CUL2",2
"SUZ12",2
"BYSL",2
"DOCK6",2
"BID",2
"ETV5",2
"GRB2",2
"SAR1A",2
"CDK2",2
"LCK",2
"APEX1",2
"MDC1",2
"RFWD3",2
"CLASRP",2
"SNRPD3",2
"MAFG",2
"PQBP1",2
"VCP",2
"LASP1",2
"AHCYL1",2
"SIAH1",2
"PCBP1",2
"EGR2",2
"HSP90AA1",2
"NDUFS3",2
"TNFRSF1A",2
"DDX39B",2
"MAPRE1",2
"EGLN3",2
"HSD17B10",2
"CEP120",2
"AHR",2
"IPO8",2
"HSPA8",2
"AQP3",2
"ACTA1",2
"EVL",2
"OBSL1",2
"APLNR",2
"PRKDC",2
"RPL7A",2
"IKBKB",2
"SNAPC2",2
"LPAR6",2
"PSMC2",2
"PRKD2",2
"EPRS",2
"CDC16",2
"CLIP1",2
"RPL7",2
"MYL6",2
"AP1M1",2
"PCNA",2
"ARAP3",2
"PFDN2",2
"AIFM1",2
"CLTC",2
"BTRC",2
"LBR",2
"RUVBL1",2
"CASP3",2
"CHEK1",2
"ARHGAP1",2
"RPS13",2
"CCT5",2
"E2F4",2
"DYRK1A",2
"CD99L2",2
"EIF2S3",2
"PSEN2",2
"ABTB2",2
"SCARB2",2
"HMG20A",2
"SNIP1",2
"CBL",2
"TBCB",2
"NMT1",2
"RXRA",2
"APC",2
"BFAR",2
"EID2",2
"CUL3",2
"CAPZA1",2
"ATAD3A",2
"NOP58",2
"GJA1",2
"HCFC1",2
"PRMT6",2
"HIST1H3A",2
"ARNT",2
"CHD8",2
"EEF2",2
"CPSF3",2
"EIF2B2",2
