"node","type"
"138950.PRO_0000040086",0
"138950.PRO_0000040085",0
"138950.PRO_0000040090",0
"138950.PRO_0000040083",0
"138950.PRO_0000040088",0
"RTN2",2
"RTN1",2
"KHDRBS1",2
"HSP90AA1",2
"RTN4",2
"EIF4EBP1",2
"BECN1",2
"SYNE1",2
"RELA",2
"EIF4E",2
"IKBKB",2
"EPHA2",2
"HOOK1",2
"HDAC5",2
"MCM2",2
"EGFR",2
"CEP250",2
"PIM1",2
"EFTUD2",2
"RAB9A",2
"AKAP8L",2
"CDK7",2
"RRAGB",2
"LARP7",2
"BAK1",2
"CDK6",2
"BRAF",2
"CDK11B",2
"PSMA6",2
"FN1",2
"ARIH1",2
"FUS",2
"PSMA5",2
"HRAS",2
"SNCA",2
"CALM1",2
"ALDOA",2
"HIST1H2BB",2
"KPNA2",2
"MYC",2
"SIRT1",2
"GSK3B",2
"MAPK1",2
"KCNH2",2
"NTRK1",2
"HIST1H3E",2
"HSPA4L",2
"CUL4A",2
"AGR2",2
"HNRNPA1",2
"ACTN4",2
"CRK",2
"HK2",2
"ISG15",2
"BAG2",2
"NCBP1",2
"CEP135",2
"EP300",2
"FAM134C",2
"EEF1G",2
"GRWD1",2
"ITFG1",2
"BCAR1",2
"ESR1",2
"CSNK2A2",2
"CSNK2B",2
"DDX1",2
"CDC73",2
"HSP90B1",2
"NUP160",2
"CCT7",2
"KRAS",2
"NCOR2",2
"PAN2",2
"DDB1",2
"LAMTOR1",2
"HNRNPL",2
"EZH2",2
"EIF5B",2
"KIAA1429",2
"SF1",2
"AGRN",2
"CUL7",2
"CUL1",2
"TINF2",2
"APP",2
"HSPA5",2
"HUS1",2
"COPA",2
"GNAI2",2
"ENO1",2
"FADD",2
"EIF3E",2
"H2AFX",2
"GAN",2
"RAB3IP",2
"HNRNPM",2
"EWSR1",2
"SH3YL1",2
"BRCA1",2
"RPL21",2
"CHUK",2
"HIST1H4A",2
"CDC23",2
"RNF2",2
"HIF1A",2
"CDC37",2
"ATG16L1",2
"TPM3",2
"RPL27A",2
"CANX",2
"CAV1",2
"RPL23A",2
"EIF4G2",2
"DSN1",2
"CEBPB",2
"ILF3",2
"RPL13A",2
"LMNA",2
"PSMC6",2
"RNF4",2
"RNF123",2
"CDC5L",2
"PPARG",2
"HDAC1",2
"EIF3A",2
"COPS6",2
"CDK9",2
"ITCH",2
"HNRNPC",2
"CNOT1",2
"HSPH1",2
"FKBP8",2
"EPHA4",2
"HNRNPU",2
"CDC34",2
"EMD",2
"IKBKG",2
"DCTN1",2
"NR4A1",2
"PSTPIP1",2
"MYBBP1A",2
"KLHL13",2
"AURKA",2
"PPP2R2A",2
"ARRB1",2
"PXN",2
"NPM1",2
"GNB2L1",2
"TRIM27",2
"ESR2",2
"CFTR",2
"HSPD1",2
"FBXO7",2
"CDH1",2
"BAG3",2
"ILF2",2
"PSMA4",2
"HSPE1",2
"CSNK2A1",2
"DAXX",2
"EIF2AK2",2
"FBXW11",2
"HNRNPR",2
"RNF31",2
"PARP1",2
"JUN",2
"MAP3K7",2
"DCP2",2
"MAP2K5",2
"IL23A",2
"IL12RB1",2
"LINC01587",2
"APOA1",2
"UBC",2
"MDN1",2
"AKT3",2
"HSPA4",2
"CHD4",2
"PSMB7",2
"RPS6KA2",2
"ANAPC5",2
"CDK1",2
"HDAC3",2
"KBTBD7",2
"AP1G1",2
"FUBP1",2
"SNW1",2
"MAPK7",2
"DYNC1I2",2
"MAPKAP1",2
"MTOR",2
"TP53",2
"ATP5A1",2
"COPS3",2
"CUL5",2
"CCDC8",2
"BNIP3",2
