"node","type"
"11099.PRO_0000038024",0
"NFKBIA",2
"HPGDS",2
"PCBP1",2
"YBX1",2
"CYLD",2
"ELAVL1",2
"GLTSCR2",2
"HDAC5",2
"MCM2",2
"EGFR",2
"EFTUD2",2
"LARP7",2
"PSMA6",2
"FN1",2
"AP2A2",2
"FUS",2
"CSDE1",2
"PSMA5",2
"HRAS",2
"CALM1",2
"KPNA2",2
"MYC",2
"SIRT1",2
"GSK3B",2
"MAPK1",2
"NTRK1",2
"AGR2",2
"HNRNPA1",2
"NCBP1",2
"ADSL",2
"PRPF31",2
"EP300",2
"SUMO1",2
"GRWD1",2
"ITFG1",2
"ESR1",2
"CSNK2A2",2
"CSNK2B",2
"DDX1",2
"CCNT1",2
"CDC73",2
"KRAS",2
"NCOR2",2
"PAN2",2
"STAU1",2
"MIR221",2
"HNRNPL",2
"EZH2",2
"KIAA1429",2
"SF1",2
"CUL7",2
"CUL1",2
"APP",2
"HSPA5",2
"SRRM2",2
"EXOSC9",2
"RNPS1",2
"MIR199A1",2
"MECP2",2
"ACIN1",2
"NPLOC4",2
"EIF3E",2
"H2AFX",2
"NR0B2",2
"HNRNPM",2
"EWSR1",2
"BRCA1",2
"CHUK",2
"HIST1H4A",2
"RNF2",2
"HIF1A",2
"CDC37",2
"ATG16L1",2
"MIR7-1",2
"HMOX1",2
"SF3B2",2
"RPL27A",2
"HNRNPA3",2
"RPL23A",2
"ILF3",2
"RPL13A",2
"LMNA",2
"PSMC6",2
"RNF4",2
"AQR",2
"CDC5L",2
"HDAC1",2
"RBM10",2
"CDK9",2
"HNRNPC",2
"HNRNPU",2
"CDC34",2
"IKBKG",2
"DCTN1",2
"AURKA",2
"ARRB1",2
"MIRLET7F2",2
"RBM14",2
"CPSF2",2
"NPM1",2
"GNB2L1",2
"FBXO7",2
"C3orf17",2
"CDH1",2
"MIR128-2",2
"ILF2",2
"PSMA4",2
"MIRLET7A3",2
"CSNK2A1",2
"EIF2AK2",2
"FBXW11",2
"HNRNPR",2
"RNF31",2
"JUN",2
"MAP3K7",2
"RC3H1",2
"HDLBP",2
"IL23A",2
"IL12RB1",2
"UBC",2
"MIRLET7C",2
"MED31",2
"PSMB7",2
"RPS6KA2",2
"CDK1",2
"MEX3C",2
"PAICS",2
"HDAC3",2
"FUBP1",2
"SNW1",2
"DYNC1I2",2
"POU5F1",2
"MTOR",2
"TP53",2
"COPS3",2
"CUL5",2
"CCDC8",2
"PPAN",2
"NHP2L1",2
"COPS5",2
"NONO",2
"BMI1",2
"MRPS22",2
"DDX5",2
"POLR2A",2
"HERC2",2
"NCL",2
"BCL10",2
"CHD3",2
"EIF2S2",2
"PSMD8",2
"ARHGAP39",2
"CD81",2
"RECQL4",2
"CUL2",2
"SUZ12",2
"TRAF1",2
"PHF19",2
"PSMA2",2
"CDK2",2
"LCK",2
"APEX1",2
"BHLHA15",2
"CAT",2
"RPL27",2
"SNRPD2",2
"SNRPD3",2
"PQBP1",2
"VCP",2
"RRS1",2
"HSP90AA1",2
"TNFRSF1A",2
"DDX39B",2
"PFKM",2
"EGLN3",2
"HSPA8",2
"OBSL1",2
"HNRNPA0",2
"BARD1",2
"PRKDC",2
"PSMB5",2
"RPL7A",2
"IKBKB",2
"PSMB1",2
"PSMC2",2
"RPL7",2
"PCNA",2
"BTRC",2
"SMAD2",2
"RUVBL1",2
"HNRNPAB",2
"MIR31",2
"TALDO1",2
"PSEN2",2
"NOP56",2
"NQO1",2
"ACO2",2
"NMT1",2
"RXRA",2
"HNRNPA2B1",2
"CUL3",2
"EEF2",2
"CPSF3",2
"EIF2B2",2
"CCND1",2
"NCSTN",2
"CAND1",2
"PSMD11",2
"MRPS2",2
"HIF1AN",2
"DYNC1H1",2
"ADRB2",2
"MIR138-1",2
"RPS8",2
"MIR25",2
"RASSF10",2
"RNF115",2
